"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
        2559, -1.04322366e-02, 6.43743177e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21208687e-03, 6.43743177e-02, -1.04322366e-02, 0.00000000e+00, -1.62055878e-01, 0.00000000e+00, 0.00000000e+00, -2.52759975e+00, 5.80832666e-01, 3.53789896e-01, 3.74580738e+00, 0.00000000e+00, 4.0000000000, 2.2013965109, 0.5397104064
        2560, -1.04258989e-02, 6.43745091e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20954680e-03, 6.43745091e-02, -1.04258989e-02, 0.00000000e+00, -1.61956946e-01, 0.00000000e+00, 0.00000000e+00, -2.47156343e+00, 6.45590641e-01, 3.83333074e-01, 3.80687510e+00, 0.00000000e+00, 4.0000000000, 2.2386107351, 0.5400987469
        2561, -1.04163551e-02, 6.43734358e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20530997e-03, 6.43734358e-02, -1.04163551e-02, 0.00000000e+00, -1.61811389e-01, 0.00000000e+00, 0.00000000e+00, -2.51945973e+00, 5.95631345e-01, 3.31194710e-01, 3.76517480e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5404825946
        2562, -1.04150591e-02, 6.43726113e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20436057e-03, 6.43726113e-02, -1.04150591e-02, 0.00000000e+00, -1.61793330e-01, 0.00000000e+00, 0.00000000e+00, -2.49025419e+00, 6.11928519e-01, 3.90801027e-01, 3.78549298e+00, 0.00000000e+00, 4.0000000000, 2.1154960653, 0.5408582372
        2563, -1.04077101e-02, 6.43717799e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.19937170e-03, 6.43717799e-02, -1.04077101e-02, 0.00000000e+00, -1.61681254e-01, 0.00000000e+00, 0.00000000e+00, -2.49727702e+00, 6.04824327e-01, 4.20063402e-01, 3.77025325e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5412556827
        2564, -1.04092091e-02, 6.43720909e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20138034e-03, 6.43720909e-02, -1.04092091e-02, 0.00000000e+00, -1.61703759e-01, 0.00000000e+00, 0.00000000e+00, -2.46050170e+00, 6.58004856e-01, 4.05172620e-01, 3.82718146e+00, 0.00000000e+00, 4.0000000000, 2.0182524544, 0.5417070803
        2565, -1.04091378e-02, 6.43717069e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20098565e-03, 6.43717069e-02, -1.04091378e-02, 0.00000000e+00, -1.61703616e-01, 0.00000000e+00, 0.00000000e+00, -2.45077235e+00, 6.85222915e-01, 3.80135239e-01, 3.82037766e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5421000778
        2566, -1.04197182e-02, 6.43715202e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20547349e-03, 6.43715202e-02, -1.04197182e-02, 0.00000000e+00, -1.61868451e-01, 0.00000000e+00, 0.00000000e+00, -2.40051235e+00, 7.41987296e-01, 3.30759091e-01, 3.85769226e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5424416831
        2567, -1.04266892e-02, 6.43719684e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20836796e-03, 6.43719684e-02, -1.04266892e-02, 0.00000000e+00, -1.61975615e-01, 0.00000000e+00, 0.00000000e+00, -2.42931703e+00, 7.04339227e-01, 4.00373179e-01, 3.84293693e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5428205818
        2568, -1.04298873e-02, 6.43726137e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21007202e-03, 6.43726137e-02, -1.04298873e-02, 0.00000000e+00, -1.62023672e-01, 0.00000000e+00, 0.00000000e+00, -2.48618316e+00, 6.30544189e-01, 3.82981869e-01, 3.78337115e+00, 0.00000000e+00, 3.0000000000, 2.0695046771, 0.5431773168
        2569, -1.04317996e-02, 6.43735085e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20992057e-03, 6.43735085e-02, -1.04317996e-02, 0.00000000e+00, -1.62051127e-01, 0.00000000e+00, 0.00000000e+00, -2.40615031e+00, 7.13169104e-01, 4.65041060e-01, 3.86630515e+00, 0.00000000e+00, 4.0000000000, 2.2095278337, 0.5435342554
        2570, -1.04255235e-02, 6.43725592e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20688930e-03, 6.43725592e-02, -1.04255235e-02, 0.00000000e+00, -1.61956020e-01, 0.00000000e+00, 0.00000000e+00, -2.41717702e+00, 7.07124784e-01, 4.56938043e-01, 3.85958071e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5438867333
        2571, -1.04200441e-02, 6.43721500e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20451175e-03, 6.43721500e-02, -1.04200441e-02, 0.00000000e+00, -1.61871929e-01, 0.00000000e+00, 0.00000000e+00, -2.45522772e+00, 6.72847832e-01, 3.56036420e-01, 3.81401165e+00, 0.00000000e+00, 4.0000000000, 2.0275773176, 0.5442737171
        2572, -1.04158628e-02, 6.43721794e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20363900e-03, 6.43721794e-02, -1.04158628e-02, 0.00000000e+00, -1.61806900e-01, 0.00000000e+00, 0.00000000e+00, -2.44826148e+00, 6.88668914e-01, 3.69899105e-01, 3.81696029e+00, 0.00000000e+00, 4.0000000000, 2.1183746680, 0.5446474210
        2573, -1.04201590e-02, 6.43723385e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20630326e-03, 6.43723385e-02, -1.04201590e-02, 0.00000000e+00, -1.61873240e-01, 0.00000000e+00, 0.00000000e+00, -2.37467886e+00, 7.73087686e-01, 3.61062247e-01, 3.88883442e+00, 0.00000000e+00, 4.0000000000, 2.0680137497, 0.5450198118
        2574, -1.04257460e-02, 6.43721577e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20897869e-03, 6.43721577e-02, -1.04257460e-02, 0.00000000e+00, -1.61960487e-01, 0.00000000e+00, 0.00000000e+00, -2.45181375e+00, 6.75257672e-01, 3.67117795e-01, 3.81873282e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5453903189
        2575, -1.04233272e-02, 6.43718465e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20760944e-03, 6.43718465e-02, -1.04233272e-02, 0.00000000e+00, -1.61923695e-01, 0.00000000e+00, 0.00000000e+00, -2.48224782e+00, 6.24325331e-01, 3.94567848e-01, 3.78969273e+00, 0.00000000e+00, 4.0000000000, 2.1879203983, 0.5457696046
        2576, -1.04213516e-02, 6.43724944e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20886930e-03, 6.43724944e-02, -1.04213516e-02, 0.00000000e+00, -1.61891374e-01, 0.00000000e+00, 0.00000000e+00, -2.42415651e+00, 6.82806234e-01, 4.79446930e-01, 3.85844856e+00, 0.00000000e+00, 4.0000000000, 2.2659407751, 0.5461481080
        2577, -1.04151137e-02, 6.43718742e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20614841e-03, 6.43718742e-02, -1.04151137e-02, 0.00000000e+00, -1.61796031e-01, 0.00000000e+00, 0.00000000e+00, -2.46756551e+00, 6.42663089e-01, 4.58299455e-01, 3.82016725e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5462918587
        2578, -1.04195767e-02, 6.43723420e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20724583e-03, 6.43723420e-02, -1.04195767e-02, 0.00000000e+00, -1.61864185e-01, 0.00000000e+00, 0.00000000e+00, -2.44203533e+00, 6.76465838e-01, 4.06594470e-01, 3.82836955e+00, 0.00000000e+00, 4.0000000000, 2.1045951839, 0.5463840359
        2579, -1.04269902e-02, 6.43728772e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21103300e-03, 6.43728772e-02, -1.04269902e-02, 0.00000000e+00, -1.61978004e-01, 0.00000000e+00, 0.00000000e+00, -2.40031579e+00, 7.26170509e-01, 4.40081275e-01, 3.87108812e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5464812438
        2580, -1.04360233e-02, 6.43739220e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21623845e-03, 6.43739220e-02, -1.04360233e-02, 0.00000000e+00, -1.62115699e-01, 0.00000000e+00, 0.00000000e+00, -2.36615910e+00, 7.75176831e-01, 3.85802429e-01, 3.90008140e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5465729304
        2581, -1.04418187e-02, 6.43742477e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21849085e-03, 6.43742477e-02, -1.04418187e-02, 0.00000000e+00, -1.62204904e-01, 0.00000000e+00, 0.00000000e+00, -2.51240367e+00, 6.07458046e-01, 3.61899937e-01, 3.76772357e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5466658577
        2582, -1.04348224e-02, 6.43733945e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21413276e-03, 6.43733945e-02, -1.04348224e-02, 0.00000000e+00, -1.62098371e-01, 0.00000000e+00, 0.00000000e+00, -2.57729383e+00, 5.17629552e-01, 3.61042428e-01, 3.71848702e+00, 0.00000000e+00, 4.0000000000, 2.3691161822, 0.5467689483
        2583, -1.04332114e-02, 6.43738128e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21292571e-03, 6.43738128e-02, -1.04332114e-02, 0.00000000e+00, -1.62072292e-01, 0.00000000e+00, 0.00000000e+00, -2.45119378e+00, 6.58865708e-01, 4.62400696e-01, 3.83066473e+00, 0.00000000e+00, 4.0000000000, 2.5528861035, 0.5468613702
        2584, -1.04263255e-02, 6.43737988e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20833924e-03, 6.43737988e-02, -1.04263255e-02, 0.00000000e+00, -1.61965360e-01, 0.00000000e+00, 0.00000000e+00, -2.44638615e+00, 6.63865800e-01, 4.74182081e-01, 3.82790209e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5469538800
        2585, -1.04255348e-02, 6.43740362e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20843755e-03, 6.43740362e-02, -1.04255348e-02, 0.00000000e+00, -1.61952479e-01, 0.00000000e+00, 0.00000000e+00, -2.47114841e+00, 6.53929673e-01, 3.57545169e-01, 3.81220203e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5470509816
        2586, -1.04256360e-02, 6.43738452e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20851286e-03, 6.43738452e-02, -1.04256360e-02, 0.00000000e+00, -1.61954533e-01, 0.00000000e+00, 0.00000000e+00, -2.44551055e+00, 6.85438636e-01, 3.90905095e-01, 3.82197226e+00, 0.00000000e+00, 4.0000000000, 2.0598955810, 0.5471431273
        2587, -1.04329539e-02, 6.43745722e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21353012e-03, 6.43745722e-02, -1.04329539e-02, 0.00000000e+00, -1.62066380e-01, 0.00000000e+00, 0.00000000e+00, -2.37117832e+00, 7.70312836e-01, 3.77698164e-01, 3.88908115e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5472396497
        2588, -1.04371798e-02, 6.43742689e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21587426e-03, 6.43742689e-02, -1.04371798e-02, 0.00000000e+00, -1.62132789e-01, 0.00000000e+00, 0.00000000e+00, -2.50812933e+00, 6.05291104e-01, 3.90032156e-01, 3.78469681e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5473518545
        2589, -1.04407434e-02, 6.43739719e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21708343e-03, 6.43739719e-02, -1.04407434e-02, 0.00000000e+00, -1.62188895e-01, 0.00000000e+00, 0.00000000e+00, -2.51064489e+00, 5.95888708e-01, 4.24485135e-01, 3.77302917e+00, 0.00000000e+00, 4.0000000000, 2.3439026829, 0.5474441786
        2590, -1.04382741e-02, 6.43742512e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21442477e-03, 6.43742512e-02, -1.04382741e-02, 0.00000000e+00, -1.62149833e-01, 0.00000000e+00, 0.00000000e+00, -2.42998687e+00, 6.82713977e-01, 4.31285040e-01, 3.83971611e+00, 0.00000000e+00, 4.0000000000, 2.3507008090, 0.5475389281
        2591, -1.04364325e-02, 6.43736186e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21338495e-03, 6.43736186e-02, -1.04364325e-02, 0.00000000e+00, -1.62122819e-01, 0.00000000e+00, 0.00000000e+00, -2.47706584e+00, 6.32247881e-01, 3.95577936e-01, 3.80220449e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5476310467
        2592, -1.04293206e-02, 6.43737216e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20991614e-03, 6.43737216e-02, -1.04293206e-02, 0.00000000e+00, -1.62012081e-01, 0.00000000e+00, 0.00000000e+00, -2.47101203e+00, 6.34421730e-01, 3.88561175e-01, 3.80325588e+00, 0.00000000e+00, 4.0000000000, 2.1135063496, 0.5477230608
        2593, -1.04230709e-02, 6.43733623e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20546966e-03, 6.43733623e-02, -1.04230709e-02, 0.00000000e+00, -1.61915900e-01, 0.00000000e+00, 0.00000000e+00, -2.51740676e+00, 5.92273384e-01, 3.46107939e-01, 3.75160437e+00, 0.00000000e+00, 4.0000000000, 2.0697736574, 0.5478244949
        2594, -1.04170698e-02, 6.43732494e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20370668e-03, 6.43732494e-02, -1.04170698e-02, 0.00000000e+00, -1.61822961e-01, 0.00000000e+00, 0.00000000e+00, -2.47984400e+00, 6.27174474e-01, 4.22515414e-01, 3.80256986e+00, 0.00000000e+00, 4.0000000000, 2.1833342131, 0.5479234601
        2595, -1.04120095e-02, 6.43721572e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20046768e-03, 6.43721572e-02, -1.04120095e-02, 0.00000000e+00, -1.61747096e-01, 0.00000000e+00, 0.00000000e+00, -2.52552960e+00, 5.77933978e-01, 4.13515751e-01, 3.75705929e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5480165330
        2596, -1.04118013e-02, 6.43716048e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.19985024e-03, 6.43716048e-02, -1.04118013e-02, 0.00000000e+00, -1.61745250e-01, 0.00000000e+00, 0.00000000e+00, -2.47882531e+00, 6.41385381e-01, 3.55910882e-01, 3.79165915e+00, 0.00000000e+00, 4.0000000000, 2.1101186297, 0.5481098237
        2597, -1.04175328e-02, 6.43715184e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20340223e-03, 6.43715184e-02, -1.04175328e-02, 0.00000000e+00, -1.61834504e-01, 0.00000000e+00, 0.00000000e+00, -2.40905913e+00, 7.16085159e-01, 4.08624620e-01, 3.85823325e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5482027243
        2598, -1.04222416e-02, 6.43722697e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20736808e-03, 6.43722697e-02, -1.04222416e-02, 0.00000000e+00, -1.61905766e-01, 0.00000000e+00, 0.00000000e+00, -2.36938942e+00, 7.68968946e-01, 3.81194303e-01, 3.89898827e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5483046951
        2599, -1.04294105e-02, 6.43724387e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21097676e-03, 6.43724387e-02, -1.04294105e-02, 0.00000000e+00, -1.62016706e-01, 0.00000000e+00, 0.00000000e+00, -2.47044278e+00, 6.65151247e-01, 3.43955962e-01, 3.80186648e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5484022672
        2600, -1.04275446e-02, 6.43716378e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20967051e-03, 6.43716378e-02, -1.04275446e-02, 0.00000000e+00, -1.61989736e-01, 0.00000000e+00, 0.00000000e+00, -2.51593747e+00, 5.93759953e-01, 3.78340982e-01, 3.75737986e+00, 0.00000000e+00, 4.0000000000, 2.2490067233, 0.5484955754
        2601, -1.04261661e-02, 6.43719723e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20897820e-03, 6.43719723e-02, -1.04261661e-02, 0.00000000e+00, -1.61967480e-01, 0.00000000e+00, 0.00000000e+00, -2.43498126e+00, 6.80631786e-01, 4.63605936e-01, 3.84028664e+00, 0.00000000e+00, 3.0000000000, 2.3699440615, 0.5485829426
        2602, -1.04167660e-02, 6.43724847e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20521286e-03, 6.43724847e-02, -1.04167660e-02, 0.00000000e+00, -1.61820164e-01, 0.00000000e+00, 0.00000000e+00, -2.44722623e+00, 6.68300105e-01, 4.56934977e-01, 3.82806148e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5486718891
        2603, -1.04178817e-02, 6.43730065e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20629771e-03, 6.43730065e-02, -1.04178817e-02, 0.00000000e+00, -1.61836184e-01, 0.00000000e+00, 0.00000000e+00, -2.46789618e+00, 6.58714331e-01, 3.60697474e-01, 3.81247852e+00, 0.00000000e+00, 3.0000000000, 2.0304231510, 0.5487578757
        2604, -1.04180484e-02, 6.43729227e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20577385e-03, 6.43729227e-02, -1.04180484e-02, 0.00000000e+00, -1.61838984e-01, 0.00000000e+00, 0.00000000e+00, -2.43463987e+00, 6.97591562e-01, 3.91374882e-01, 3.83411622e+00, 0.00000000e+00, 3.0000000000, 2.0793209682, 0.5488522964
        2605, -1.04266757e-02, 6.43734501e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20964824e-03, 6.43734501e-02, -1.04266757e-02, 0.00000000e+00, -1.61971677e-01, 0.00000000e+00, 0.00000000e+00, -2.37458358e+00, 7.72663247e-01, 3.61550316e-01, 3.88674659e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5489390867
        2606, -1.04247936e-02, 6.43737477e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20993491e-03, 6.43737477e-02, -1.04247936e-02, 0.00000000e+00, -1.61941692e-01, 0.00000000e+00, 0.00000000e+00, -2.45502402e+00, 6.62086076e-01, 3.86114752e-01, 3.81972849e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5490314859
        2607, -1.04229090e-02, 6.43734636e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20949675e-03, 6.43734636e-02, -1.04229090e-02, 0.00000000e+00, -1.61913130e-01, 0.00000000e+00, 0.00000000e+00, -2.48678334e+00, 6.12340574e-01, 3.96079972e-01, 3.78795463e+00, 0.00000000e+00, 4.0000000000, 2.1962627254, 0.5491238363
        2608, -1.04289507e-02, 6.43736736e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21176338e-03, 6.43736736e-02, -1.04289507e-02, 0.00000000e+00, -1.62006455e-01, 0.00000000e+00, 0.00000000e+00, -2.43429824e+00, 6.77381068e-01, 4.54680733e-01, 3.83864809e+00, 0.00000000e+00, 4.0000000000, 2.2780536773, 0.5492182498
        2609, -1.04235712e-02, 6.43734649e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20933936e-03, 6.43734649e-02, -1.04235712e-02, 0.00000000e+00, -1.61923414e-01, 0.00000000e+00, 0.00000000e+00, -2.45783744e+00, 6.55076422e-01, 4.50285411e-01, 3.82185290e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5493179893
        2610, -1.04286729e-02, 6.43734657e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21144505e-03, 6.43734657e-02, -1.04286729e-02, 0.00000000e+00, -1.62002664e-01, 0.00000000e+00, 0.00000000e+00, -2.47852187e+00, 6.35892076e-01, 3.88285667e-01, 3.79632543e+00, 0.00000000e+00, 4.0000000000, 2.0569970599, 0.5494169117
        2611, -1.04308068e-02, 6.43738668e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21272816e-03, 6.43738668e-02, -1.04308068e-02, 0.00000000e+00, -1.62034803e-01, 0.00000000e+00, 0.00000000e+00, -2.42969557e+00, 6.99947743e-01, 3.97975260e-01, 3.83664389e+00, 0.00000000e+00, 4.0000000000, 2.1065699622, 0.5495122312
        2612, -1.04392111e-02, 6.43737882e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21702455e-03, 6.43737882e-02, -1.04392111e-02, 0.00000000e+00, -1.62165555e-01, 0.00000000e+00, 0.00000000e+00, -2.37398273e+00, 7.67182540e-01, 3.94906581e-01, 3.89350588e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5496024046
        2613, -1.04391843e-02, 6.43738480e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21719393e-03, 6.43738480e-02, -1.04391843e-02, 0.00000000e+00, -1.62164988e-01, 0.00000000e+00, 0.00000000e+00, -2.50126273e+00, 6.24077107e-01, 3.66174809e-01, 3.78285984e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5496943217
        2614, -1.04397668e-02, 6.43740598e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21825520e-03, 6.43740598e-02, -1.04397668e-02, 0.00000000e+00, -1.62173503e-01, 0.00000000e+00, 0.00000000e+00, -2.52246312e+00, 5.82752059e-01, 4.11802872e-01, 3.75289171e+00, 0.00000000e+00, 4.0000000000, 2.3179500571, 0.5497884821
        2615, -1.04333113e-02, 6.43747417e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21638894e-03, 6.43747417e-02, -1.04333113e-02, 0.00000000e+00, -1.62071506e-01, 0.00000000e+00, 0.00000000e+00, -2.42009398e+00, 6.87979523e-01, 4.44634275e-01, 3.85617542e+00, 0.00000000e+00, 4.0000000000, 2.3752223273, 0.5498910032
        2616, -1.04338400e-02, 6.43751900e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21570392e-03, 6.43751900e-02, -1.04338400e-02, 0.00000000e+00, -1.62078590e-01, 0.00000000e+00, 0.00000000e+00, -2.43879947e+00, 6.76822498e-01, 4.20453655e-01, 3.83971598e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5499830807
        2617, -1.04292925e-02, 6.43751474e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21223818e-03, 6.43751474e-02, -1.04292925e-02, 0.00000000e+00, -1.62008057e-01, 0.00000000e+00, 0.00000000e+00, -2.50835166e+00, 5.99372637e-01, 3.46149678e-01, 3.76460319e+00, 0.00000000e+00, 4.0000000000, 2.0455816512, 0.5500822980
        2618, -1.04252093e-02, 6.43748066e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21065785e-03, 6.43748066e-02, -1.04252093e-02, 0.00000000e+00, -1.61945485e-01, 0.00000000e+00, 0.00000000e+00, -2.52975214e+00, 5.79163617e-01, 3.53078457e-01, 3.75122750e+00, 0.00000000e+00, 4.0000000000, 2.2161181604, 0.5501738272
        2619, -1.04219112e-02, 6.43746898e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20927911e-03, 6.43746898e-02, -1.04219112e-02, 0.00000000e+00, -1.61894547e-01, 0.00000000e+00, 0.00000000e+00, -2.45456127e+00, 6.84063785e-01, 3.70132971e-01, 3.81707910e+00, 0.00000000e+00, 4.0000000000, 2.2713975399, 0.5502666275
        2620, -1.04202218e-02, 6.43736789e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20742792e-03, 6.43736789e-02, -1.04202218e-02, 0.00000000e+00, -1.61870846e-01, 0.00000000e+00, 0.00000000e+00, -2.46269004e+00, 6.82519909e-01, 3.12978779e-01, 3.79389857e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5503706996
        2621, -1.04161800e-02, 6.43731412e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20507401e-03, 6.43731412e-02, -1.04161800e-02, 0.00000000e+00, -1.61809411e-01, 0.00000000e+00, 0.00000000e+00, -2.44856944e+00, 6.83811399e-01, 3.92384882e-01, 3.82202617e+00, 0.00000000e+00, 4.0000000000, 2.0208238513, 0.5504664648
        2622, -1.04143275e-02, 6.43720137e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20330497e-03, 6.43720137e-02, -1.04143275e-02, 0.00000000e+00, -1.61783466e-01, 0.00000000e+00, 0.00000000e+00, -2.47454060e+00, 6.33560766e-01, 4.16289207e-01, 3.80145074e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5505587301
        2623, -1.04138150e-02, 6.43719581e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20242652e-03, 6.43719581e-02, -1.04138150e-02, 0.00000000e+00, -1.61775644e-01, 0.00000000e+00, 0.00000000e+00, -2.46157428e+00, 6.52281260e-01, 3.95516788e-01, 3.80733644e+00, 0.00000000e+00, 4.0000000000, 2.0627645273, 0.5506561736
        2624, -1.04118149e-02, 6.43714070e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20210054e-03, 6.43714070e-02, -1.04118149e-02, 0.00000000e+00, -1.61745958e-01, 0.00000000e+00, 0.00000000e+00, -2.50062439e+00, 6.02452505e-01, 4.00329683e-01, 3.78315078e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5507488291
        2625, -1.04148084e-02, 6.43714800e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20384096e-03, 6.43714800e-02, -1.04148084e-02, 0.00000000e+00, -1.61792279e-01, 0.00000000e+00, 0.00000000e+00, -2.45726869e+00, 6.59258455e-01, 3.78176482e-01, 3.82353024e+00, 0.00000000e+00, 4.0000000000, 2.0940600311, 0.5508426519
        2626, -1.04197157e-02, 6.43720545e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20595465e-03, 6.43720545e-02, -1.04197157e-02, 0.00000000e+00, -1.61867068e-01, 0.00000000e+00, 0.00000000e+00, -2.45772699e+00, 6.52976751e-01, 4.11689424e-01, 3.81612922e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5509445124
        2627, -1.04158310e-02, 6.43725058e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20467013e-03, 6.43725058e-02, -1.04158310e-02, 0.00000000e+00, -1.61805585e-01, 0.00000000e+00, 0.00000000e+00, -2.53147050e+00, 5.77715116e-01, 3.84029530e-01, 3.75111054e+00, 0.00000000e+00, 4.0000000000, 2.0030566242, 0.5510364062
        2628, -1.04179712e-02, 6.43730554e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20603196e-03, 6.43730554e-02, -1.04179712e-02, 0.00000000e+00, -1.61837451e-01, 0.00000000e+00, 0.00000000e+00, -2.41464456e+00, 7.18546110e-01, 4.41151230e-01, 3.85593922e+00, 0.00000000e+00, 4.0000000000, 2.1805446285, 0.5511305926
